Customer_ID_Numeric,Customer_Name,City,State,Region,Last_Purchase,Recency_Days,Num_Orders,Total_Revenue,Total_Profit,Avg_Order_Value,Primary_Category,R_Score,M_Score,Segment
1546,Regina Davis,San Jose,California,West,2024-12-05,26,1,1086.74,118.74,1086.74,Electronics,5,5,Champions
1547,Thomas Stokes,Spokane,Washington,West,2023-10-23,435,1,761.2,201.36,761.2,Clothing & Apparel,2,4,High_Value
1548,Mitchell King,Billings,Montana,West,2023-12-12,385,1,569.37,168.09,569.37,Clothing & Apparel,3,3,Loyal
1549,Jessica Hutchinson,Philadelphia,Pennsylvania,East,2023-10-16,442,1,1356.92,193.71,1356.92,Electronics,2,5,High_Value
1550,Shannon Lawson,Charleston,West Virginia,South,2024-08-24,129,1,3677.8,360.68,3677.8,Electronics,4,5,Champions
1551,Susan Walker,Casper,Wyoming,West,2023-04-13,628,1,260.51,79.97,260.51,Home & Furniture,1,2,Lost
1552,Robert Brown,Des Moines,Iowa,Centre,2024-11-08,53,1,263.96,81.41,263.96,Clothing & Apparel,5,2,Potential
1553,Ashley Smith,Cleveland,Ohio,Centre,2024-10-06,86,2,2852.71,742.1400000000001,1426.355,Home & Furniture,4,5,Champions
1554,Christopher Brandt,Chandler,Arizona,West,2023-08-22,497,1,535.04,90.98,535.04,Electronics,2,3,At_Risk
1555,Travis Vega,Memphis,Tennessee,South,2023-07-12,538,1,369.82,78.88,369.82,Accessories,1,3,At_Risk
1556,Misty Silva,Cheyenne,Wyoming,West,2023-01-18,713,1,625.02,120.23,625.02,Accessories,1,3,At_Risk
1557,Fernando Yoder,Columbus,Ohio,Centre,2024-04-28,247,1,231.77,53.13,231.77,Accessories,4,2,Potential
1558,Debbie Bush,Memphis,Tennessee,South,2023-01-18,713,1,844.3,223.8,844.3,Home & Furniture,1,4,High_Value
1559,Robert Mendez,Wilmington,Delaware,East,2023-11-03,424,1,133.36,51.15,133.36,Accessories,2,1,Lost
1560,Mary Mclean,Madison,Wisconsin,Centre,2024-05-21,224,1,255.22,113.63,255.22,Clothing & Apparel,4,2,Potential
1561,Barbara Moore,Madison,Wisconsin,Centre,2024-02-22,313,1,481.2,127.47,481.2,Clothing & Apparel,3,3,Loyal
1562,Christine Torres,Denver,Colorado,West,2023-12-22,375,1,2756.01,437.35,2756.01,Electronics,3,5,Loyal
1563,Lauren Parker,Philadelphia,Pennsylvania,East,2024-11-06,55,2,401.34,38.7,200.67,Electronics,5,3,Potential
1564,Judy Moore,Houston,Texas,South,2024-10-28,64,1,544.02,167.49,544.02,Clothing & Apparel,5,3,Potential
1565,Adam Rich,San Diego,California,West,2023-08-18,501,1,749.61,70.66,749.61,Electronics,2,4,High_Value
1566,Miss Rebecca Terry,Nashville,Tennessee,South,2023-11-23,404,1,45.54,14.2,45.54,Clothing & Apparel,2,1,Lost
1567,John Baker,Mobile,Alabama,South,2024-09-29,93,1,341.01,90.11,341.01,Clothing & Apparel,4,2,Potential
1568,Jacob Booth,Fort Wayne,Indiana,Centre,2024-06-03,211,1,1355.28,337.97,1355.28,Clothing & Apparel,4,5,Champions
1569,Kimberly Garcia,Detroit,Michigan,Centre,2024-03-01,305,1,2845.86,556.08,2845.86,Electronics,3,5,Loyal
1570,Carolyn Santiago,Albuquerque,New Mexico,West,2023-12-12,385,1,437.14,196.52,437.14,Clothing & Apparel,3,3,Loyal
1571,Jade Bell,Fayetteville,Arkansas,South,2023-04-19,622,1,2276.36,191.37,2276.36,Electronics,1,5,High_Value
1572,Cameron Smith,Huntington,West Virginia,South,2024-05-31,214,1,582.78,65.62,582.78,Electronics,4,3,Potential
1573,Rebecca Hughes,Salem,Oregon,West,2023-07-19,531,1,106.13,41.35,106.13,Clothing & Apparel,1,1,Lost
1574,Joshua Sanchez,Atlanta,Georgia,South,2023-12-24,373,1,426.11,128.15,426.11,Clothing & Apparel,3,3,Loyal
1575,Meghan Woods,Wilmington,Delaware,East,2024-12-13,18,1,184.99,24.3,184.99,Electronics,5,1,At_Risk
1576,Julia Hernandez,Glendale,Arizona,West,2024-07-29,155,1,2069.8,387.11,2069.8,Home & Furniture,4,5,Champions
1577,Joann Cochran,Miami,Florida,South,2024-12-30,1,1,994.52,386.31,994.52,Clothing & Apparel,5,4,Champions
1578,Dennis Martin,Cleveland,Ohio,Centre,2023-10-22,436,1,465.78,215.23,465.78,Accessories,2,3,At_Risk
1579,Joshua Brown,Cheyenne,Wyoming,West,2023-01-18,713,1,755.91,119.97,755.91,Electronics,1,4,High_Value
1580,Joshua Baldwin,Hartford,Connecticut,East,2023-09-18,470,1,509.11,69.51,509.11,Electronics,2,3,At_Risk
1581,Pamela Ewing,Worcester,Massachusetts,East,2024-10-29,63,1,754.53,87.6,754.53,Electronics,5,4,Champions
1582,Rodney Robles,San Antonio,Texas,South,2024-11-25,36,1,683.46,157.57,683.46,Home & Furniture,5,4,Champions
1583,Erik Gomez,Rochester,New York,East,2024-08-09,144,1,495.66,218.61,495.66,Accessories,4,3,Potential
1584,Jessica Walker,Des Moines,Iowa,Centre,2024-12-15,16,1,1937.97,418.76,1937.97,Home & Furniture,5,5,Champions
1585,Donald Best,Salt Lake City,Utah,West,2024-01-31,335,1,1092.17,354.24,1092.17,Home & Furniture,3,5,Loyal
1586,Peter Ramirez,Omaha,Nebraska,Centre,2024-12-05,26,1,788.14,146.31,788.14,Electronics,5,4,Champions
1587,John Barber,Philadelphia,Pennsylvania,East,2023-11-26,401,1,53.99,11.58,53.99,Clothing & Apparel,3,1,At_Risk
1588,Miss Gabriela Acosta MD,Phoenix,Arizona,West,2023-07-07,543,1,522.62,217.06,522.62,Clothing & Apparel,1,3,At_Risk
1589,Frank Hernandez,Annapolis,Maryland,East,2023-05-13,598,1,37.71,9.81,37.71,Clothing & Apparel,1,1,Lost
1590,Andrew Anderson,Annapolis,Maryland,East,2024-10-12,80,1,2346.57,353.51,2346.57,Electronics,4,5,Champions
1591,Christopher Davis,Nashua,New Hampshire,East,2024-09-13,109,1,442.53,163.6,442.53,Clothing & Apparel,4,3,Potential
1592,Alan Gomez,Hartford,Connecticut,East,2024-10-30,62,1,664.1,64.71,664.1,Electronics,5,4,Champions
1593,Christopher Montgomery,Nashua,New Hampshire,East,2023-11-18,409,1,1563.56,196.28,1563.56,Home & Furniture,2,5,High_Value
1594,Jon Greene,Cleveland,Ohio,Centre,2023-11-19,408,1,1522.2,388.51,1522.2,Home & Furniture,2,5,High_Value
1595,Bryan Matthews,Reno,Nevada,West,2024-06-07,207,1,84.22,20.45,84.22,Clothing & Apparel,4,1,At_Risk
1596,William Swanson,St. Paul,Minnesota,Centre,2023-06-21,559,1,1858.32,424.68,1858.32,Home & Furniture,1,5,High_Value
1597,Susan Williams,Tallahassee,Florida,South,2023-01-08,723,1,116.74,29.3,116.74,Clothing & Apparel,1,1,Lost
1598,Mr. David White,Sioux Falls,South Dakota,Centre,2024-10-02,90,1,1654.32,373.6,1654.32,Clothing & Apparel,4,5,Champions
1599,Paul Martin,Knoxville,Tennessee,South,2024-05-04,241,1,696.69,183.59,696.69,Accessories,4,4,Champions
1600,Nathan Hernandez,Cleveland,Ohio,Centre,2023-11-14,413,1,285.18,62.49,285.18,Clothing & Apparel,2,2,Lost
1601,Trevor Mitchell,Billings,Montana,West,2023-02-12,688,1,1180.45,136.49,1180.45,Electronics,1,5,High_Value
1602,Karen Rollins,San Francisco,California,West,2024-10-28,64,1,354.66,159.21,354.66,Clothing & Apparel,5,2,Potential
1603,Hector Zimmerman,Tampa,Florida,South,2024-11-06,55,1,46.68,13.73,46.68,Clothing & Apparel,5,1,At_Risk
1604,Dr. Jamie Miller,Santa Fe,New Mexico,West,2024-12-20,11,1,141.84,42.11,141.84,Clothing & Apparel,5,1,At_Risk
1605,Robert King,Chicago,Illinois,Centre,2023-12-17,380,1,197.43,82.33,197.43,Clothing & Apparel,3,2,At_Risk
1606,Charles Edwards,Salt Lake City,Utah,West,2024-10-13,79,1,193.72,65.83,193.72,Home & Furniture,4,1,At_Risk
1607,Erica West,Dallas,Texas,South,2023-10-19,439,1,1321.48,287.2,1321.48,Home & Furniture,2,5,High_Value
1608,Katherine Mcmillan,Miami,Florida,South,2024-03-22,284,1,166.91,75.05,166.91,Clothing & Apparel,3,1,At_Risk
1609,Jordan Baker,Wichita,Kansas,Centre,2023-12-26,371,1,623.4,194.0,623.4,Home & Furniture,3,3,Loyal
1610,Megan Baker,Montpelier,Vermont,East,2024-11-25,36,1,774.22,246.78,774.22,Clothing & Apparel,5,4,Champions
1611,Christine Jenkins DDS,Montgomery,Alabama,South,2023-01-24,707,1,359.22,105.24,359.22,Clothing & Apparel,1,2,Lost
1612,Andrew Garcia,Huntsville,Alabama,South,2024-04-23,252,1,551.95,77.34,551.95,Electronics,3,3,Loyal
1613,Jeremy Ellis,Grand Rapids,Michigan,Centre,2023-03-31,641,1,119.18,52.86,119.18,Clothing & Apparel,1,1,Lost
1614,Maria Jenkins,Seattle,Washington,West,2024-10-23,69,1,275.5,71.32,275.5,Clothing & Apparel,5,2,Potential
1615,Austin Sullivan,Wilmington,Delaware,East,2024-04-22,253,1,386.46,96.54,386.46,Clothing & Apparel,3,3,Loyal
1616,Theresa Evans,Madison,Wisconsin,Centre,2024-06-20,194,1,1426.64,339.15,1426.64,Clothing & Apparel,4,5,Champions
1617,Jeremy Owen,Worcester,Massachusetts,East,2024-10-18,74,1,959.21,309.28,959.21,Home & Furniture,5,4,Champions
1618,Christian Lawrence,Cincinnati,Ohio,Centre,2024-11-04,57,1,331.33,115.56,331.33,Clothing & Apparel,5,2,Potential
1619,Jessica Wilson,St. Louis,Missouri,Centre,2023-10-06,452,1,1215.48,181.41,1215.48,Electronics,2,5,High_Value
1620,Cynthia Ball,San Francisco,California,West,2024-02-15,320,1,857.4,134.24,857.4,Home & Furniture,3,4,Loyal
1621,Philip Smith,Columbus,Ohio,Centre,2023-11-14,413,1,1057.11,85.19,1057.11,Electronics,2,5,High_Value
1622,Michael Flowers,Albuquerque,New Mexico,West,2024-01-22,344,1,274.7,82.27,274.7,Clothing & Apparel,3,2,At_Risk
1623,Maureen Martinez,Des Moines,Iowa,Centre,2024-01-23,343,1,132.24,22.04,132.24,Electronics,3,1,At_Risk
1624,Jason Hall,Boston,Massachusetts,East,2024-12-21,10,1,453.3,78.79,453.3,Home & Furniture,5,3,Potential
1625,Shannon Jones,Aurora,Illinois,Centre,2024-12-20,11,1,377.84,83.28,377.84,Home & Furniture,5,3,Potential
1626,Danielle Robertson,Casper,Wyoming,West,2024-05-31,214,1,225.08,50.77,225.08,Clothing & Apparel,4,2,Potential
1627,Robert Wright,Providence,Rhode Island,East,2024-01-23,343,1,399.18,85.19,399.18,Home & Furniture,3,3,Loyal
1628,Monica Ellison,Hartford,Connecticut,East,2024-04-16,259,1,802.11,172.74,802.11,Home & Furniture,3,4,Loyal
1629,Mrs. Jennifer Barnes,Fort Smith,Arkansas,South,2024-12-19,12,1,1410.54,118.18,1410.54,Electronics,5,5,Champions
1630,Brittany Myers,Montpelier,Vermont,East,2024-01-03,363,1,778.78,85.01,778.78,Electronics,3,4,Loyal
1631,Sarah Fernandez,Reno,Nevada,West,2024-08-14,139,1,242.27,63.41,242.27,Clothing & Apparel,4,2,Potential
1632,Jesus Adams,Baltimore,Maryland,East,2024-12-31,0,1,555.4,192.39,555.4,Home & Furniture,5,3,Potential
1633,Louis Cooley,St. Louis,Missouri,Centre,2023-01-01,730,1,454.26,160.17,454.26,Clothing & Apparel,1,3,At_Risk
1634,Michael Green,Fort Wayne,Indiana,Centre,2024-02-15,320,1,418.35,163.58,418.35,Clothing & Apparel,3,3,Loyal
1635,Tyler Hernandez,Cheyenne,Wyoming,West,2023-09-21,467,2,2677.5,903.47,1338.75,Accessories,2,5,High_Value
1636,Jeremy Mitchell,Billings,Montana,West,2023-11-13,414,1,265.1,65.3,265.1,Accessories,2,2,Lost
1637,Charles Miller,Milwaukee,Wisconsin,Centre,2023-12-11,386,1,977.88,132.55,977.88,Home & Furniture,3,4,Loyal
1638,Jeremy Owens,Las Vegas,Nevada,West,2023-11-23,404,1,343.22,153.08,343.22,Clothing & Apparel,2,2,Lost
1639,Bradley Casey,Madison,Wisconsin,Centre,2023-11-20,407,1,244.12,28.23,244.12,Electronics,2,2,Lost
1640,Dr. Christine Sampson DDS,Reno,Nevada,West,2023-10-04,454,1,1725.96,467.02,1725.96,Home & Furniture,2,5,High_Value
1641,Kimberly Baxter,Mesa,Arizona,West,2023-08-05,514,1,1125.72,380.87,1125.72,Home & Furniture,2,5,High_Value
1642,Christine Lutz,Cleveland,Ohio,Centre,2024-08-20,133,1,494.68,143.53,494.68,Clothing & Apparel,4,3,Potential
1643,Alex Walker,New Haven,Connecticut,East,2023-10-05,453,1,782.28,103.74,782.28,Home & Furniture,2,4,High_Value
1644,Tanya Lawrence,Augusta,Maine,East,2023-01-30,701,1,1085.01,434.53,1085.01,Clothing & Apparel,1,5,High_Value
1645,Heather Jennings,Omaha,Nebraska,Centre,2023-07-17,533,1,835.35,223.62,835.35,Clothing & Apparel,1,4,High_Value
1646,Katherine Morgan,Cedar Rapids,Iowa,Centre,2024-11-20,41,1,1705.56,172.84,1705.56,Electronics,5,5,Champions
1647,David Wilkinson,Missoula,Montana,West,2024-11-05,56,1,573.7,151.76,573.7,Home & Furniture,5,3,Potential
1648,Jacqueline Peters,Tampa,Florida,South,2024-03-23,283,1,639.38,272.01,639.38,Clothing & Apparel,3,4,Loyal
1649,Shane Rice,Dallas,Texas,South,2024-06-27,187,1,74.69,29.16,74.69,Accessories,4,1,At_Risk
1650,Brenda Smith,Tampa,Florida,South,2024-08-03,150,1,526.49,87.97,526.49,Home & Furniture,4,3,Potential
1651,Adam Lopez,Philadelphia,Pennsylvania,East,2024-11-02,59,1,4083.96,573.74,4083.96,Electronics,5,5,Champions
1652,Eric Davis,New Haven,Connecticut,East,2023-09-29,459,1,410.32,78.55,410.32,Electronics,2,3,At_Risk
1653,Tracy Martin,Minneapolis,Minnesota,Centre,2024-11-25,36,1,807.86,109.46,807.86,Electronics,5,4,Champions
1654,Jason Evans,Montpelier,Vermont,East,2023-01-11,720,1,470.63,144.17,470.63,Home & Furniture,1,3,At_Risk
1655,Jerry Baird,Rochester,New York,East,2023-08-28,491,1,560.5,82.97,560.5,Electronics,2,3,At_Risk
1656,Amanda Perkins,Rapid City,South Dakota,Centre,2023-02-12,688,1,418.87,127.88,418.87,Clothing & Apparel,1,3,At_Risk
1657,Charles Andrews,New York City,New York,East,2023-03-10,662,1,2933.7,368.61,2933.7,Electronics,1,5,High_Value
1658,Brittany Carter,Atlanta,Georgia,South,2023-11-17,410,2,166.95,35.400000000000006,83.475,Accessories,2,1,Lost
1659,Brent Garcia,Newark,New Jersey,East,2024-08-13,140,1,1242.7,196.37,1242.7,Electronics,4,5,Champions
1660,Shannon Haynes,Indianapolis,Indiana,Centre,2023-08-23,496,1,2309.94,796.23,2309.94,Home & Furniture,2,5,High_Value
1661,Jamie Thompson,Manchester,New Hampshire,East,2023-03-23,649,1,624.02,153.87,624.02,Home & Furniture,1,3,At_Risk
1662,Tina Moses,Aurora,Illinois,Centre,2023-09-23,465,1,277.4,93.13,277.4,Home & Furniture,2,2,Lost
1663,Joshua Miller,Savannah,Georgia,South,2024-06-06,208,1,187.0,52.7,187.0,Clothing & Apparel,4,1,At_Risk
1664,Larry Wilson,Fayetteville,Arkansas,South,2023-11-06,421,1,619.63,187.27,619.63,Home & Furniture,2,3,At_Risk
1665,Diane Meadows,Albuquerque,New Mexico,West,2024-11-25,36,1,739.41,153.15,739.41,Home & Furniture,5,4,Champions
1666,Ricky Perez,New Haven,Connecticut,East,2023-11-10,417,1,920.9,77.41,920.9,Electronics,2,4,High_Value
1667,Mr. Richard Collier,Albuquerque,New Mexico,West,2024-10-20,72,1,246.06,105.16,246.06,Clothing & Apparel,5,2,Potential
1668,Karen Newman,Pittsburgh,Pennsylvania,East,2024-12-10,21,1,1294.44,371.92,1294.44,Home & Furniture,5,5,Champions
1669,Michele Simmons,Annapolis,Maryland,East,2024-01-07,359,1,386.22,162.65,386.22,Clothing & Apparel,3,3,Loyal
1670,Jorge Rivera,Boise,Idaho,West,2023-06-16,564,1,811.62,265.26,811.62,Clothing & Apparel,1,4,High_Value
1671,Robert Glenn,Indianapolis,Indiana,Centre,2023-10-12,446,1,1274.34,368.98,1274.34,Clothing & Apparel,2,5,High_Value
1672,Elizabeth Sawyer,Fargo,North Dakota,Centre,2024-10-12,80,1,379.31,86.83,379.31,Clothing & Apparel,4,3,Potential
1673,Carrie Hernandez,Rochester,New York,East,2024-05-19,226,1,826.05,100.7,826.05,Electronics,4,4,Champions
1674,Karen Crawford,Jersey City,New Jersey,East,2023-01-12,719,1,971.61,362.72,971.61,Clothing & Apparel,1,4,High_Value
1675,Mr. Jose Montgomery,Casper,Wyoming,West,2023-09-08,480,1,145.64,59.78,145.64,Accessories,2,1,Lost
1676,Marcus Duran,St. Paul,Minnesota,Centre,2024-01-16,350,1,496.38,216.68,496.38,Accessories,3,3,Loyal
1677,David Massey,Jacksonville,Florida,South,2024-02-24,311,1,406.96,94.12,406.96,Home & Furniture,3,3,Loyal
1678,Brian Richardson,Tuscaloosa,Alabama,South,2024-09-29,93,1,349.36,134.81,349.36,Clothing & Apparel,4,2,Potential
1679,Justin Dunn,Pittsburgh,Pennsylvania,East,2024-12-06,25,1,395.82,60.98,395.82,Electronics,5,3,Potential
1680,Steven Kim,Glendale,Arizona,West,2024-04-24,251,1,358.33,145.92,358.33,Clothing & Apparel,3,2,At_Risk
1681,Luis Mercado,Charleston,West Virginia,South,2023-11-19,408,1,395.96,82.23,395.96,Clothing & Apparel,2,3,At_Risk
1682,Jeffrey Johns MD,New Haven,Connecticut,East,2023-05-12,599,1,337.06,138.32,337.06,Accessories,1,2,Lost
1683,Derrick Hart,San Francisco,California,West,2023-10-19,439,1,806.5,167.51,806.5,Clothing & Apparel,2,4,High_Value
1684,Jessica Davis,Newark,New Jersey,East,2023-11-03,424,1,174.79,18.79,174.79,Electronics,2,1,Lost
1685,Kathryn Chavez,Nashua,New Hampshire,East,2024-04-25,250,1,1039.5,410.6,1039.5,Clothing & Apparel,3,4,Loyal
1686,Michael Ruiz,Las Vegas,Nevada,West,2024-02-19,316,1,152.95,65.99,152.95,Accessories,3,1,At_Risk
1687,Ashley Barrett,Augusta,Maine,East,2023-07-25,525,1,166.96,45.89,166.96,Clothing & Apparel,1,1,Lost
1688,Danny Charles,Denver,Colorado,West,2023-10-27,431,1,273.72,116.0,273.72,Accessories,2,2,Lost
1689,Kristy Todd,Fort Wayne,Indiana,Centre,2023-10-21,437,1,175.69,73.88,175.69,Accessories,2,1,Lost
1690,Terry Bartlett,Phoenix,Arizona,West,2023-10-19,439,1,207.95,75.05,207.95,Clothing & Apparel,2,2,Lost
1691,Teresa Richmond,Bismarck,North Dakota,Centre,2023-04-09,632,1,209.42,68.71,209.42,Accessories,1,2,Lost
1692,Christina Sherman,San Jose,California,West,2024-06-04,210,1,841.7,241.46,841.7,Home & Furniture,4,4,Champions
1693,Mark Bullock,Cheyenne,Wyoming,West,2024-09-10,112,1,281.82,89.35,281.82,Accessories,4,2,Potential
1694,Ronald Bryan,Tuscaloosa,Alabama,South,2023-08-03,516,1,244.58,82.48,244.58,Clothing & Apparel,2,2,Lost
1695,Melissa Hudson,Montgomery,Alabama,South,2024-11-06,55,1,1480.1,260.72,1480.1,Home & Furniture,5,5,Champions
1696,Eric Duncan,Santa Fe,New Mexico,West,2024-08-29,124,1,199.91,64.74,199.91,Accessories,4,2,Potential
1697,Laura Johnson,Augusta,Maine,East,2024-11-02,59,1,373.4,52.33,373.4,Electronics,5,3,Potential
1698,Donna Hernandez,Casper,Wyoming,West,2023-06-15,565,1,590.86,116.27,590.86,Home & Furniture,1,3,At_Risk
1699,Jennifer Rose,Annapolis,Maryland,East,2023-07-21,529,1,967.16,338.13,967.16,Home & Furniture,1,4,High_Value
1700,Daniel Terry,New Haven,Connecticut,East,2023-04-26,615,1,845.46,281.42,845.46,Clothing & Apparel,1,4,High_Value
1701,Dawn Klein,Nashua,New Hampshire,East,2023-11-22,405,1,2043.81,222.89,2043.81,Electronics,2,5,High_Value
1702,Randy Nichols,Mesa,Arizona,West,2023-08-17,502,1,148.97,18.33,148.97,Home & Furniture,2,1,Lost
1703,Cassandra Anderson,Milwaukee,Wisconsin,Centre,2023-11-10,417,1,518.43,67.76,518.43,Home & Furniture,2,3,At_Risk
1704,Bradley Graham,Manchester,New Hampshire,East,2023-03-29,643,1,231.55,89.55,231.55,Accessories,1,2,Lost
1705,Spencer Taylor,Missoula,Montana,West,2024-06-24,190,1,763.58,136.24,763.58,Home & Furniture,4,4,Champions
1706,Jason Barnes,Las Vegas,Nevada,West,2024-09-03,119,1,162.86,64.82,162.86,Accessories,4,1,At_Risk
1707,Miss Jennifer Hobbs,Burlington,Vermont,East,2024-05-18,227,1,870.56,83.14,870.56,Electronics,4,4,Champions
1708,Jonathan Knapp,Wichita,Kansas,Centre,2024-04-05,270,1,181.37,60.5,181.37,Accessories,3,1,At_Risk
1709,Bryan Ward,Wilmington,Delaware,East,2023-04-09,632,1,2205.32,649.22,2205.32,Home & Furniture,1,5,High_Value
1710,Carl Miller,Mesa,Arizona,West,2023-11-13,414,1,1534.42,154.81,1534.42,Electronics,2,5,High_Value
1711,David Foster,Worcester,Massachusetts,East,2024-12-11,20,1,774.24,163.62,774.24,Clothing & Apparel,5,4,Champions
1712,Jessica Dixon,Salt Lake City,Utah,West,2024-11-19,42,1,237.71,99.26,237.71,Clothing & Apparel,5,2,Potential
1713,Lisa Jensen,Denver,Colorado,West,2023-08-26,493,1,63.75,29.39,63.75,Accessories,2,1,Lost
1714,Brian White,Chicago,Illinois,Centre,2023-07-20,530,1,574.52,247.36,574.52,Clothing & Apparel,1,3,At_Risk
1715,John Browning,Boise,Idaho,West,2024-03-13,293,1,3567.32,355.59,3567.32,Electronics,3,5,Loyal
1716,Hunter Mckay,Aurora,Illinois,Centre,2023-09-14,474,1,3058.65,802.25,3058.65,Home & Furniture,2,5,High_Value
1717,Emily Woods,Baltimore,Maryland,East,2024-12-21,10,1,93.77,40.31,93.77,Clothing & Apparel,5,1,At_Risk
1718,Allison Dixon,Chicago,Illinois,Centre,2024-10-21,71,1,848.46,351.07,848.46,Clothing & Apparel,5,4,Champions
1719,Katie Meyer,Baltimore,Maryland,East,2023-02-18,682,1,465.44,141.45,465.44,Home & Furniture,1,3,At_Risk
1720,Tyrone Walker,Charleston,West Virginia,South,2024-11-03,58,1,1755.82,524.16,1755.82,Home & Furniture,5,5,Champions
1721,Maria Turner,Cleveland,Ohio,Centre,2024-04-10,265,1,56.33,24.35,56.33,Accessories,3,1,At_Risk
1722,Julie Humphrey,Glendale,Arizona,West,2023-12-23,374,1,707.95,330.53,707.95,Accessories,3,4,Loyal
1723,Rebecca Green,Philadelphia,Pennsylvania,East,2023-12-30,367,1,391.51,52.26,391.51,Electronics,3,3,Loyal
1724,Joan Wright,Wichita,Kansas,Centre,2023-11-16,411,1,697.95,195.71,697.95,Clothing & Apparel,2,4,High_Value
1725,Courtney Beck,Chandler,Arizona,West,2023-08-10,509,1,660.94,83.78,660.94,Electronics,2,4,High_Value
1726,Charles Leon,Worcester,Massachusetts,East,2024-09-25,97,1,350.73,126.68,350.73,Accessories,4,2,Potential
1727,Eric Figueroa,Worcester,Massachusetts,East,2024-12-04,27,1,302.04,150.3,302.04,Accessories,5,2,Potential
1728,Mary Potter,Charleston,West Virginia,South,2024-03-08,298,1,2076.06,321.66,2076.06,Electronics,3,5,Loyal
1729,Andrew Nunez,Madison,Wisconsin,Centre,2024-06-06,208,1,193.53,59.79,193.53,Clothing & Apparel,4,1,At_Risk
1730,Cody Peters,Des Moines,Iowa,Centre,2023-07-23,527,1,1037.6,195.79,1037.6,Electronics,1,4,High_Value
1731,Samantha Robinson,Burlington,Vermont,East,2024-11-01,60,1,1784.2,329.34,1784.2,Electronics,5,5,Champions
1732,Timothy Washington,Bismarck,North Dakota,Centre,2024-08-14,139,1,930.5,135.69,930.5,Electronics,4,4,Champions
1733,Sandra Pena,Dover,Delaware,East,2024-10-15,77,1,1926.66,371.73,1926.66,Electronics,4,5,Champions
1734,Randy Jones,Glendale,Arizona,West,2024-03-30,276,1,645.01,80.81,645.01,Electronics,3,4,Loyal
1735,James Smith,Casper,Wyoming,West,2024-06-21,193,1,1639.65,264.17,1639.65,Electronics,4,5,Champions
1736,Jonathan Owen,New York City,New York,East,2024-12-07,24,1,1248.28,206.42,1248.28,Home & Furniture,5,5,Champions
1737,Ronnie Williamson,San Francisco,California,West,2023-05-20,591,1,945.22,161.0,945.22,Home & Furniture,1,4,High_Value
1738,Patricia Garcia,Denver,Colorado,West,2024-08-01,152,1,1030.44,143.67,1030.44,Home & Furniture,4,4,Champions
1739,Robert Collins,Seattle,Washington,West,2024-06-04,210,1,289.27,92.79,289.27,Home & Furniture,4,2,Potential
1740,Lisa Clark,Springfield,Illinois,Centre,2023-09-14,474,1,883.65,179.93,883.65,Home & Furniture,2,4,High_Value
1741,David Gray,Rapid City,South Dakota,Centre,2023-10-12,446,1,223.49,52.66,223.49,Clothing & Apparel,2,2,Lost
1742,Jesus Stout,Dallas,Texas,South,2023-11-20,407,1,420.24,97.68,420.24,Clothing & Apparel,2,3,At_Risk
1743,Charles Ross,Boston,Massachusetts,East,2024-10-12,80,1,1140.26,105.28,1140.26,Electronics,4,5,Champions
1744,Kyle Cohen,Casper,Wyoming,West,2024-11-07,54,1,803.66,317.15,803.66,Clothing & Apparel,5,4,Champions
1745,Mr. Kelly Vargas,Philadelphia,Pennsylvania,East,2024-05-04,241,1,3670.68,391.02,3670.68,Electronics,4,5,Champions
1746,Tyrone Marshall,Philadelphia,Pennsylvania,East,2024-11-29,32,1,890.28,152.13,890.28,Electronics,5,4,Champions
1747,Jerry Hamilton,Annapolis,Maryland,East,2024-06-19,195,1,1035.45,322.56,1035.45,Home & Furniture,4,4,Champions
1748,Brian Robinson,Santa Fe,New Mexico,West,2023-05-31,580,1,335.81,146.75,335.81,Clothing & Apparel,1,2,Lost
1749,David Reynolds,Augusta,Maine,East,2023-11-24,403,1,1299.86,379.76,1299.86,Home & Furniture,3,5,Loyal
1750,Holly Martinez,Wichita,Kansas,Centre,2024-12-15,16,1,394.01,88.1,394.01,Clothing & Apparel,5,3,Potential
1751,Tyler Griffin,Columbus,Ohio,Centre,2023-11-03,424,1,487.38,132.74,487.38,Clothing & Apparel,2,3,At_Risk
1752,Michael Villarreal,Kansas City,Missouri,Centre,2023-03-26,646,1,164.87,44.47,164.87,Accessories,1,1,Lost
1753,Patricia Gonzalez,Cleveland,Ohio,Centre,2023-12-19,378,1,258.71,50.75,258.71,Electronics,3,2,At_Risk
1754,Donna Kidd,Burlington,Vermont,East,2024-08-13,140,1,374.73,106.23,374.73,Clothing & Apparel,4,3,Potential
1755,Natalie Russell,Providence,Rhode Island,East,2024-09-08,114,1,4854.6,916.63,4854.6,Electronics,4,5,Champions
1756,Kelly Berry,Casper,Wyoming,West,2023-09-24,464,1,562.28,179.8,562.28,Clothing & Apparel,2,3,At_Risk
1757,Victoria Johnson,Lincoln,Nebraska,Centre,2024-11-25,36,1,115.39,41.43,115.39,Clothing & Apparel,5,1,At_Risk
1758,Kerri Rivera,Jackson,Mississippi,South,2024-10-28,64,1,2820.09,587.43,2820.09,Home & Furniture,5,5,Champions
1759,Kathleen Hall,Salem,Oregon,West,2024-01-12,354,1,442.12,96.83,442.12,Accessories,3,3,Loyal
1760,Pamela Schmitt,San Antonio,Texas,South,2023-06-09,571,1,1527.3,152.59,1527.3,Electronics,1,5,High_Value
